300.10	9.5000001465451E-7
300.20	9.5000001465451E-7
300.30	9.5000001465451E-7
300.40	9.5000001465451E-7
300.50	9.5000001465451E-7
300.60	9.5000001465451E-7
300.70	9.5000001465451E-7
300.80	9.5000001465451E-7
300.90	9.5000001465451E-7
301.00	9.5000001465451E-7
301.10	9.5000001465451E-7
301.20	9.5000001465451E-7
301.30	9.5000001465451E-7
301.40	9.5000001465451E-7
301.50	9.5000001465451E-7
301.60	9.5000001465451E-7
301.70	9.5000001465451E-7
301.80	9.5000001465451E-7
301.90	9.5000001465451E-7
302.00	9.5000001465451E-7
302.10	9.5000001465451E-7
302.20	9.5000001465451E-7
302.30	9.5000001465451E-7
302.40	9.5000001465451E-7
302.50	9.5000001465451E-7
302.60	9.5000001465451E-7
302.70	9.5000001465451E-7
302.80	9.5000001465451E-7
302.90	9.5000001465451E-7
303.00	9.5000001465451E-7
303.10	9.5000001465451E-7
303.20	9.5000001465451E-7
303.30	9.5000001465451E-7
303.40	9.5000001465451E-7
303.50	9.5000001465451E-7
303.60	9.5000001465451E-7
303.70	9.5000001465451E-7
303.80	9.5000001465451E-7
303.90	9.5000001465451E-7
304.00	1.174580006591E-6
304.10	1.1609599823714E-6
304.20	1.1473399581519E-6
304.30	1.1337200476191E-6
304.40	1.1201000233996E-6
304.50	1.10647999918E-6
304.60	9.5000001465451E-7
304.70	9.5000001465451E-7
304.80	9.5000001465451E-7
304.90	9.5000001465451E-7
305.00	9.5000001465451E-7
305.10	9.5000001465451E-7
305.20	9.5000001465451E-7
305.30	9.5000001465451E-7
305.40	9.5000001465451E-7
305.50	9.5000001465451E-7
305.60	9.5000001465451E-7
305.70	9.5000001465451E-7
305.80	9.5000001465451E-7
305.90	9.5000001465451E-7
306.00	9.5000001465451E-7
306.10	9.5000001465451E-7
306.20	9.5000001465451E-7
306.30	9.5000001465451E-7
306.40	9.5000001465451E-7
306.50	9.5000001465451E-7
306.60	9.5000001465451E-7
306.70	9.5000001465451E-7
306.80	9.5000001465451E-7
306.90	9.5000001465451E-7
307.00	9.5000001465451E-7
307.10	9.5000001465451E-7
307.20	9.5000001465451E-7
307.30	9.5000001465451E-7
307.40	9.5000001465451E-7
307.50	9.5000001465451E-7
307.60	9.5000001465451E-7
307.70	9.5000001465451E-7
307.80	9.5000001465451E-7
307.90	9.5000001465451E-7
308.00	9.5000001465451E-7
308.10	9.5000001465451E-7
308.20	9.5000001465451E-7
308.30	9.5000001465451E-7
308.40	9.5000001465451E-7
308.50	9.5000001465451E-7
308.60	9.5000001465451E-7
308.70	9.5000001465451E-7
308.80	9.5000001465451E-7
308.90	9.5000001465451E-7
309.00	9.5000001465451E-7
309.10	9.5000001465451E-7
309.20	9.5000001465451E-7
309.30	9.5000001465451E-7
309.40	9.5000001465451E-7
309.50	9.5000001465451E-7
309.60	9.5000001465451E-7
309.70	9.5000001465451E-7
309.80	9.5000001465451E-7
309.90	9.5000001465451E-7
310.00	9.5000001465451E-7
310.10	9.5000001465451E-7
310.20	9.5000001465451E-7
310.30	9.5000001465451E-7
310.40	9.5000001465451E-7
310.50	1.1660399650282E-6
310.60	9.5000001465451E-7
310.70	9.5000001465451E-7
310.80	9.5000001465451E-7
310.90	9.5000001465451E-7
311.00	9.5000001465451E-7
311.10	9.5000001465451E-7
311.20	9.5000001465451E-7
311.30	1.0683500022424E-6
311.40	1.4490300372927E-6
311.50	1.8297099586562E-6
311.60	1.3802399507767E-6
311.70	9.5000001465451E-7
311.80	9.5000001465451E-7
311.90	9.5000001465451E-7
312.00	9.5000001465451E-7
312.10	9.5000001465451E-7
312.20	9.5000001465451E-7
312.30	9.5000001465451E-7
312.40	9.5000001465451E-7
312.50	9.5000001465451E-7
312.60	9.5000001465451E-7
312.70	9.5000001465451E-7
312.80	9.5000001465451E-7
312.90	9.5000001465451E-7
313.00	9.5000001465451E-7
313.10	9.5000001465451E-7
313.20	9.5000001465451E-7
313.30	9.5000001465451E-7
313.40	9.5000001465451E-7
313.50	9.5000001465451E-7
313.60	9.5000001465451E-7
313.70	9.5000001465451E-7
313.80	9.5000001465451E-7
313.90	9.5000001465451E-7
314.00	9.8537202575244E-7
314.10	9.5000001465451E-7
314.20	9.5000001465451E-7
314.30	9.5000001465451E-7
314.40	9.5000001465451E-7
314.50	9.5000001465451E-7
314.60	9.5000001465451E-7
314.70	9.5000001465451E-7
314.80	9.5000001465451E-7
314.90	9.5000001465451E-7
315.00	9.5000001465451E-7
315.10	9.5000001465451E-7
315.20	1.0943100505756E-6
315.30	1.2748599829138E-6
315.40	1.4554200333805E-6
315.50	1.6359699657187E-6
315.60	1.2051699513904E-6
315.70	9.5000001465451E-7
315.80	9.5000001465451E-7
315.90	9.5000001465451E-7
316.00	9.5000001465451E-7
316.10	9.5000001465451E-7
316.20	9.5000001465451E-7
316.30	9.5000001465451E-7
316.40	9.5000001465451E-7
316.50	9.5000001465451E-7
316.60	9.5000001465451E-7
316.70	9.5000001465451E-7
316.80	9.5000001465451E-7
316.90	1.1336500165271E-6
317.00	1.4697500319016E-6
317.10	9.5000001465451E-7
317.20	9.5000001465451E-7
317.30	9.5000001465451E-7
317.40	9.5000001465451E-7
317.50	9.5000001465451E-7
317.60	9.5000001465451E-7
317.70	9.5000001465451E-7
317.80	9.5000001465451E-7
317.90	9.5000001465451E-7
318.00	9.5000001465451E-7
318.10	9.5000001465451E-7
318.20	9.5000001465451E-7
318.30	9.5000001465451E-7
318.40	9.5000001465451E-7
318.50	9.5000001465451E-7
318.60	9.5000001465451E-7
318.70	9.5000001465451E-7
318.80	9.5000001465451E-7
318.90	9.5000001465451E-7
319.00	9.5000001465451E-7
319.10	9.5000001465451E-7
319.20	9.5000001465451E-7
319.30	1.1865499800479E-6
319.40	1.4596199662265E-6
319.50	1.7326799479633E-6
319.60	1.5235300452332E-6
319.70	1.3143700243745E-6
319.80	1.1052200079575E-6
319.90	9.5000001465451E-7
320.00	9.5000001465451E-7
320.10	9.5000001465451E-7
320.20	9.5000001465451E-7
320.30	9.5000001465451E-7
320.40	9.5000001465451E-7
320.50	9.5000001465451E-7
320.60	9.5000001465451E-7
320.70	9.5000001465451E-7
320.80	9.5000001465451E-7
320.90	9.5000001465451E-7
321.00	9.5000001465451E-7
321.10	9.5000001465451E-7
321.20	9.5000001465451E-7
321.30	9.5000001465451E-7
321.40	9.5000001465451E-7
321.50	9.5000001465451E-7
321.60	9.5000001465451E-7
321.70	9.5000001465451E-7
321.80	9.5000001465451E-7
321.90	9.5000001465451E-7
322.00	9.5000001465451E-7
322.10	9.5000001465451E-7
322.20	9.5000001465451E-7
322.30	9.5000001465451E-7
322.40	9.5000001465451E-7
322.50	9.5000001465451E-7
322.60	9.5000001465451E-7
322.70	9.5000001465451E-7
322.80	9.5000001465451E-7
322.90	9.5000001465451E-7
323.00	9.5000001465451E-7
323.10	9.5000001465451E-7
323.20	9.5000001465451E-7
323.30	9.5000001465451E-7
323.40	9.8504403922561E-7
323.50	1.0739399840531E-6
323.60	9.5000001465451E-7
323.70	9.5000001465451E-7
323.80	9.5000001465451E-7
323.90	9.5000001465451E-7
324.00	9.5000001465451E-7
324.10	9.5000001465451E-7
324.20	9.5000001465451E-7
324.30	9.5000001465451E-7
324.40	9.5000001465451E-7
324.50	9.5000001465451E-7
324.60	9.5000001465451E-7
324.70	9.5000001465451E-7
324.80	9.5000001465451E-7
324.90	9.5000001465451E-7
325.00	9.5000001465451E-7
325.10	9.5000001465451E-7
325.20	9.5000001465451E-7
325.30	9.5000001465451E-7
325.40	9.5000001465451E-7
325.50	9.5000001465451E-7
325.60	9.5000001465451E-7
325.70	9.5000001465451E-7
325.80	9.5000001465451E-7
325.90	9.5000001465451E-7
326.00	9.5000001465451E-7
326.10	9.5000001465451E-7
326.20	9.5000001465451E-7
326.30	9.5000001465451E-7
326.40	9.5000001465451E-7
326.50	9.5000001465451E-7
326.60	9.5000001465451E-7
326.70	9.5000001465451E-7
326.80	9.5000001465451E-7
326.90	9.5000001465451E-7
327.00	9.5000001465451E-7
327.10	9.5000001465451E-7
327.20	9.5000001465451E-7
327.30	9.5000001465451E-7
327.40	9.5000001465451E-7
327.50	9.5000001465451E-7
327.60	9.5000001465451E-7
327.70	9.5000001465451E-7
327.80	9.5000001465451E-7
327.90	9.5000001465451E-7
328.00	9.7665395060176E-7
328.10	9.5000001465451E-7
328.20	9.5000001465451E-7
328.30	9.5000001465451E-7
328.40	9.5000001465451E-7
328.50	9.5000001465451E-7
328.60	9.5000001465451E-7
328.70	9.5000001465451E-7
